18,Henrique Diego Kauê Carvalho,79,011.662.298-90,12.956.334-1,1944-04-01 00:00:00.0,Masculino,Áries,Amanda Sara,Vitor Diego Lorenzo Carvalho,henrique.diego.carvalho@homail.com,s4pRSFo49c,07075-041,Viela São Bento do Sul,578,Jardim Palmira,Guarulhos,SP,(11) 2882-2243,(11) 99852-4792,1.87,76.0,O+,vermelho
19,Thomas Julio Leandro Barros,74,382.695.549-87,25.551.571-6,1949-01-13 00:00:00.0,Masculino,Capricórnio,Cristiane Regina,Nicolas Raimundo Fernando Barros,thomas.julio.barros@sabesp.com.br,UBEH3wtc6w,50110-840,Rua da Amizade,532,Santo Amaro,Recife,PE,(81) 2572-3196,(81) 99478-3221,1.64,59.0,B-,preto
20,Eduardo Daniel Melo,73,242.121.309-63,44.928.638-1,1950-01-21 00:00:00.0,Masculino,Aquário,Gabriela Patrícia,Theo Renato Melo,eduardo_melo@mantegassi.com,uLM20TTfO6,79045-220,Rua Viena,890,Jardim Noroeste,Campo Grande,MS,(67) 2804-1990,(67) 99719-4087,1.9,54.0,B+,vermelho
21,Pietro Filipe Rodrigues,44,590.319.637-39,11.785.775-0,1979-04-05 00:00:00.0,Masculino,Áries,Lara Lavínia,Carlos Kevin Rodrigues,pietro-rodrigues93@leonardopereira.com,QSMJhauxau,53580-594,4ª Travessa José Bonifácio,807,Fosfato,Abreu e Lima,PE,(81) 3759-0885,(81) 99494-2276,1.62,90.0,A-,laranja
22,Murilo Samuel Vieira,52,366.833.620-25,15.043.136-3,1971-04-18 00:00:00.0,Masculino,Áries,Luiza Sara,Tiago Márcio Tiago Vieira,murilo-vieira85@vitaonline.com.br,xM9lrdXsUc,69304-470,Rua Rotary,684,Mecejana,Boa Vista,RR,(95) 2950-9331,(95) 99310-5836,1.77,63.0,B-,laranja
23,Stella Rayssa Gonçalves,22,763.036.099-10,44.212.268-8,2001-01-26 00:00:00.0,Feminino,Aquário,Josefa Emily,Caleb Samuel Gonçalves,stella_rayssa_goncalves@rotauniformes.com.br,IOdNiX9ER0,68926-405,Travessa Rio Preto,838,Fortaleza,Santana,AP,(96) 2587-2224,(96) 99472-7228,1.52,53.0,B+,laranja
24,Luana Giovanna Costa,59,411.548.828-02,40.749.993-3,1964-01-22 00:00:00.0,Feminino,Aquário,Andrea Mariane,Diogo Lorenzo Diego Costa,luana_giovanna_costa@corpus.com.br,Oq4GQMZLnw,68903-852,Avenida Sexta,960,Araxá,Macapá,AP,(96) 3942-5477,(96) 98399-4316,1.77,54.0,O-,amarelo
25,Henrique Pedro Henrique Juan Lopes,49,596.253.241-43,21.259.590-8,1974-03-01 00:00:00.0,Masculino,Peixes,Carolina Betina,Calebe Erick Luan Lopes,henrique.pedro.lopes@rcstechnology.com.br,tnpoHWlIux,69316-062,Rua dos Astros,400,Raiar do Sol,Boa Vista,RR,(95) 2810-2118,(95) 98598-1303,1.98,91.0,AB-,preto
26,Murilo Leonardo Danilo Novaes,68,794.157.676-77,38.750.329-8,1955-01-22 00:00:00.0,Masculino,Aquário,Lavínia Elisa,Fábio Arthur Novaes,murilo-novaes98@citadini.imb.br,Qf2XdBF2nj,59609-006,Rua Hilda Amélia Fernandes,483,Dix-Sept Rosado,Mossoró,RN,(84) 3827-3997,(84) 98939-5395,1.7,81.0,A+,vermelho
27,Luiz Hugo Alexandre da Luz,37,268.543.980-37,44.133.273-0,1986-01-08 00:00:00.0,Masculino,Capricórnio,Elza Marli,Gael Ricardo da Luz,luiz.hugo.daluz@comercialrafael.com.br,okdhmuXxnT,76873-570,Rua Castro Alves,729,Setor 06,Ariquemes,RO,(69) 2887-5106,(69) 99442-5997,1.82,57.0,B+,verde
28,Luís Thales Almeida,19,680.577.985-56,44.289.249-4,2004-04-02 00:00:00.0,Masculino,Áries,Caroline Tânia Marina,Emanuel Giovanni Benjamin Almeida,luis_almeida@rafaeladson.com,z6ROG2pd4l,91450-330,Rua Hélio Pimpão,211,Protásio Alves,Porto Alegre,RS,(51) 2871-7118,(51) 99286-0930,1.79,67.0,A+,vermelho
29,Giovanna Joana Sônia Aragão,43,616.005.922-01,41.912.816-5,1980-01-10 00:00:00.0,Feminino,Capricórnio,Bruna Rebeca Elza,Oliver Emanuel Aragão,giovanna_joana_aragao@formulaweb.com.br,frW0gmDzzb,79050-908,Rua Hélio Castro Maia 662,652,Jardim Paulista,Campo Grande,MS,(67) 2996-6316,(67) 98446-7666,1.5,53.0,O-,azul
30,Tânia Josefa Isadora Pereira,78,012.435.071-28,37.593.302-5,1945-02-25 00:00:00.0,Feminino,Peixes,Manuela Silvana Sebastiana,Victor César Theo Pereira,taniajosefapereira@lta-am.com.br,UmR4wbkyQe,29310-539,Rua Sebastiana Duarte da Fonseca,952,Doutor Gilson Carone,Cachoeiro de Itapemirim,ES,(28) 3972-2362,(28) 98880-2903,1.8,84.0,B+,azul
31,Louise Isadora da Mata,21,221.282.634-68,26.061.311-3,2002-02-05 00:00:00.0,Feminino,Aquário,Carolina Patrícia,Roberto Elias Felipe da Mata,louise.isadora.damata@systemsadvisers.com,Pol8aUOjTb,88111-300,Rua Maria Júlia da Luz,930,Jardim Cidade de Florianópolis,São José,SC,(48) 3955-5511,(48) 98610-9502,1.76,60.0,O-,verde
32,Tomás Julio Theo da Conceição,51,067.723.776-64,11.905.781-5,1972-04-20 00:00:00.0,Masculino,Áries,Fernanda Sophia Raimunda,Henry Thomas Manoel da Conceição,tomas.julio.daconceicao@clubedorei.com.br,7opOS1qEUU,60335-190,Rua Cruzeiro do Sul,249,Álvaro Weyne,Fortaleza,CE,(85) 2513-0772,(85) 98475-1458,1.77,87.0,AB-,vermelho
33,Noah Erick Teixeira,63,585.778.930-30,24.431.255-2,1960-04-10 00:00:00.0,Masculino,Áries,Luiza Heloisa,Julio Calebe Cláudio Teixeira,noah_erick_teixeira@consorciogastau.com.br,XZkQF2YERP,55606-180,Rua Quadra-1,679,São Vicente de Paulo,Vitória de Santo Antão,PE,(81) 2992-8999,(81) 98368-2942,1.9,57.0,AB+,preto
34,Elisa Camila Kamilly dos Santos,37,491.889.543-31,10.050.265-9,1986-01-22 00:00:00.0,Feminino,Aquário,Antônia Raquel,Luís Enrico Caleb dos Santos,elisacamiladossantos@soespodonto.com.br,XKYu136zu2,69903-010,Rua Bom Jesus,978,Conjunto Xavier Maia,Rio Branco,AC,(68) 2757-0700,(68) 99474-4298,1.64,73.0,O-,vermelho
35,Emanuelly Débora Mendes,43,068.564.957-14,50.714.382-6,1980-04-16 00:00:00.0,Feminino,Áries,Sophie Emily Carolina,Yuri Diego Mendes,emanuelly.debora.mendes@consultorialk.com.br,bOiDtnrN6p,41825-908,Avenida Antônio Carlos Magalhães 771,500,Itaigara,Salvador,BA,(71) 2952-4823,(71) 99127-9608,1.55,71.0,B+,vermelho
36,Emily Vera Ramos,73,745.159.532-30,22.075.967-4,1950-03-21 00:00:00.0,Feminino,Áries,Valentina Tânia,Calebe Levi Ramos,emily-ramos90@gimail.com,YNZNiQMR4F,65091-210,Rua Santo Antonio,446,Vila Maranhão,São Luís,MA,(98) 3582-1767,(98) 98176-8387,1.52,56.0,AB-,verde
37,Aline Luna Malu da Luz,52,270.841.958-74,39.226.659-3,1971-04-16 00:00:00.0,Feminino,Áries,Andrea Elisa,Pedro Henrique Pedro Henrique Edson da Luz,aline_daluz@tursi.com.br,bAOfwpPz0X,62030-972,Rua Padre Anchieta 121,100,Campo dos Velhos,Sobral,CE,(88) 2598-9500,(88) 98338-2545,1.79,67.0,O+,vermelho
38,Marlene Pietra Aparício,40,603.902.104-71,38.311.185-7,1983-03-17 00:00:00.0,Feminino,Peixes,Sarah Cláudia,Elias Giovanni Aparício,marlene-aparicio77@escritoriogold.com.br,5lhhrx2dGI,72813-200,Rua 45,936,Residencial Alto das Caraíbas,Luziânia,GO,(61) 2838-1031,(61) 99295-9966,1.54,66.0,AB+,verde
39,Esther Sabrina Lorena Araújo,26,166.620.688-10,37.136.245-3,1997-01-15 00:00:00.0,Feminino,Capricórnio,Andreia Rayssa Larissa,Leonardo José Murilo Araújo,esthersabrinaaraujo@3cfast.com.br,bMNmmGQy1f,12325-300,Rua Gaspar Garcia,459,Cidade Nova Jacareí,Jacareí,SP,(12) 2711-5407,(12) 99249-8884,1.75,81.0,AB+,preto
40,Marina Carla Assunção,35,551.278.426-96,47.947.119-8,1988-02-21 00:00:00.0,Feminino,Peixes,Julia Andrea Carla,Henrique Paulo Joaquim Assunção,marinacarlaassuncao@maccropropaganda.com.br,swGmPoJPaj,89216-225,Rua Lua,391,Glória,Joinville,SC,(47) 3651-6412,(47) 98264-6646,1.58,73.0,AB-,laranja
41,Esther Aline Isadora Fernandes,19,479.625.628-89,50.899.062-2,2004-04-12 00:00:00.0,Feminino,Áries,Flávia Eloá Laura,Fernando Kevin Fernandes,esther_fernandes@urbam.com.br,ZHBxC2GEoJ,60767-595,Rua B,844,Mondubim,Fortaleza,CE,(85) 2843-5922,(85) 98136-0072,1.53,46.0,AB+,azul
42,Ian Vicente Campos,45,407.941.226-63,15.588.415-3,1978-01-07 00:00:00.0,Masculino,Capricórnio,Raquel Jéssica Vera,Marcos César Marcelo Campos,ian-campos99@sicredi.com.br,D0KYXNuWcn,57043-290,Rua Doutor Carlos Miranda,605,Feitosa,Maceió,AL,(82) 3870-5960,(82) 99975-9222,1.71,87.0,O+,roxo
43,Antônia Fabiana Luiza de Paula,78,505.046.320-35,10.273.890-7,1945-01-26 00:00:00.0,Feminino,Aquário,Caroline Tânia Raimunda,Gustavo Thomas de Paula,antonia_fabiana_depaula@marktechbr.com.br,orWTot4BdF,31998-608,Rua Soneto,882,Capitão Eduardo,Belo Horizonte,MG,(31) 2728-2111,(31) 98898-9974,1.69,62.0,A-,vermelho
44,Flávia Sebastiana Bárbara da Rosa,33,592.158.156-94,13.017.665-5,1990-01-03 00:00:00.0,Feminino,Capricórnio,Camila Sophia Pietra,Gael Emanuel Bernardo da Rosa,flavia_sebastiana_darosa@bessa.net.br,pGhuBGJ6QK,69313-588,Avenida Emília da Silva Lavôr,719,Caranã,Boa Vista,RR,(95) 2742-9205,(95) 99420-0725,1.8,89.0,O-,amarelo
45,Thiago Oliver Nogueira,41,450.992.163-23,19.238.911-7,1982-03-04 00:00:00.0,Masculino,Peixes,Francisca Simone,Davi Rodrigo Felipe Nogueira,thiago_oliver_nogueira@aerobravo.com.br,HZuTlcWH5z,57071-244,Rua Maribondo,823,Clima Bom,Maceió,AL,(82) 3771-7046,(82) 99468-9485,1.98,100.0,A+,amarelo
46,Pietra Liz Brenda Jesus,73,193.457.828-26,15.141.548-1,1950-04-05 00:00:00.0,Feminino,Áries,Maria Emilly,André Augusto Jesus,pietra.liz.jesus@agenciadbd.com,Ec789Yfl3h,77808-624,Rua das Sempre-Vivas,687,Setor Tocantins,Araguaína,TO,(63) 2768-2298,(63) 99105-1368,1.83,50.0,A+,verde
47,Benício Vitor Fogaça,24,972.563.275-36,12.421.143-4,1999-03-21 00:00:00.0,Masculino,Áries,Milena Márcia,Felipe Carlos Eduardo Fogaça,beniciovitorfogaca@yaooll.com,pLU1c77KMm,64600-008,Rua São José,950,Centro,Picos,PI,(89) 2957-2125,(89) 98529-5060,1.86,105.0,AB+,roxo
48,Luzia Bruna Valentina Ferreira,31,875.690.220-41,17.779.752-6,1992-04-02 00:00:00.0,Feminino,Áries,Camila Beatriz,Enrico Vicente Yago Ferreira,luzia_ferreira@hotmaill.com,icmsUKURsG,77828-518,Alameda das Violetas,110,Loteamento Jardins Siena,Araguaína,TO,(63) 2702-7117,(63) 98922-7001,1.58,54.0,A-,azul
49,Allana Valentina Brenda Rezende,19,470.201.947-37,36.420.240-3,2004-01-24 00:00:00.0,Feminino,Aquário,Emanuelly Giovana,Davi Bruno Gustavo Rezende,allana-rezende70@hotmail.com.br,Af31ZFWESj,57086-232,Quadra R,867,Benedito Bentes,Maceió,AL,(82) 3873-2195,(82) 98226-9989,1.78,86.0,B-,laranja
50,Elaine Luciana Viana,24,888.292.102-69,20.786.668-5,1999-03-21 00:00:00.0,Feminino,Áries,Betina Rebeca,Fernando Breno Nelson Viana,elaine_luciana_viana@br.ibm.com,Sqlm7Psy4P,41510-341,Alameda da Polônia,785,São Cristóvão,Salvador,BA,(71) 3929-7003,(71) 98615-9145,1.73,49.0,AB-,amarelo
51,Benjamin Joaquim Alexandre Gomes,37,451.504.275-00,41.551.965-2,1986-03-06 00:00:00.0,Masculino,Peixes,Sophie Brenda Priscila,Erick José Gomes,benjamin-gomes91@bodyfast.com.br,5Y3sHxriSF,17017-330,Rua Paulino Raphael,413,Jardim América,Bauru,SP,(14) 2562-7087,(14) 99972-0248,1.8,90.0,A-,amarelo
52,Yago Davi Castro,74,939.629.459-46,26.522.859-1,1949-03-15 00:00:00.0,Masculino,Peixes,Sebastiana Sara Helena,Lorenzo Carlos Eduardo Castro,yago.davi.castro@profemme.com.br,2X7yIQ3ghF,12053-480,Avenida Três,285,Conjunto Habitacional C.D.H.U.,Taubaté,SP,(12) 3987-3341,(12) 99915-3479,1.79,78.0,A+,azul
53,Benedita Luciana Ester Martins,66,422.147.640-03,37.276.908-1,1957-01-18 00:00:00.0,Feminino,Capricórnio,Malu Antônia,Alexandre Murilo Oliver Martins,benedita-martins90@mailnull.com,cq8ciazB2U,69304-370,Rua José Coelho,811,Mecejana,Boa Vista,RR,(95) 3556-2167,(95) 99454-8723,1.5,45.0,B-,verde
54,César Isaac Bernardes,48,090.245.914-73,27.310.683-1,1975-03-14 00:00:00.0,Masculino,Peixes,Fátima Bianca Liz,Miguel Vicente Levi Bernardes,cesar_bernardes@htomail.com,EZj96O8FUo,29152-272,Rua Lucilo Chagas,141,Alto Boa Vista,Cariacica,ES,(27) 3957-3971,(27) 99636-5565,1.72,102.0,A+,azul
55,Laís Nair Ribeiro,48,069.613.287-76,35.073.671-6,1975-01-19 00:00:00.0,Feminino,Capricórnio,Hadassa Alícia,Felipe Fernando Pedro Ribeiro,lais_nair_ribeiro@patrezao.com.br,kOJx2oCDXh,82515-140,Rua Albatroz,175,Bacacheri,Curitiba,PR,(41) 2822-6324,(41) 99184-3267,1.63,60.0,AB+,vermelho
56,Gabrielly Gabrielly Carvalho,27,325.207.444-30,15.320.058-3,1996-02-01 00:00:00.0,Feminino,Aquário,Antonella Teresinha Lorena,João Ruan Carvalho,gabrielly-carvalho93@hellokitty.com,lfBWQjUok2,58079-788,Rua Pedro Pereira da Silva,255,Grotão,João Pessoa,PB,(83) 2902-1319,(83) 98659-2920,1.55,89.0,AB+,verde
57,Pedro Victor Vitor da Rocha,18,468.347.628-25,38.126.926-7,2005-04-03 00:00:00.0,Masculino,Áries,Carla Maria Luana,José José da Rocha,pedro_darocha@mmetalica.com.br,kgZkRIiJye,84032-475,Rua João Graniski,907,Cará-cará,Ponta Grossa,PR,(42) 2795-6631,(42) 99886-0407,1.62,70.0,A-,azul
58,Flávia Lara Sophia Baptista,38,644.024.106-06,39.395.776-7,1985-04-02 00:00:00.0,Feminino,Áries,Marlene Liz,Breno Benício Renato Baptista,flavia_lara_baptista@lognat.com.br,kH9PZlXRrs,72861-118,Quadra Quadra 24,235,Chácaras Araguaia,Novo Gama,GO,(61) 3993-9617,(61) 99957-1516,1.58,55.0,A+,azul
59,Joaquim Carlos Eduardo Moraes,73,141.623.751-86,44.924.881-1,1950-02-20 00:00:00.0,Masculino,Peixes,Clarice Sara,Julio Benjamin Moraes,joaquim-moraes94@novotempo.org.br,3BeuAKP19i,91110-052,Rua Anselmo Valentim Zottis,376,Sarandi,Porto Alegre,RS,(51) 2846-3669,(51) 98436-7310,1.67,86.0,AB-,preto
60,Gabriel Emanuel Elias da Luz,23,907.881.233-86,18.941.110-7,2000-02-25 00:00:00.0,Masculino,Peixes,Márcia Josefa,Noah Lorenzo Bruno da Luz,gabriel_daluz@zf-lenksysteme.com,9MCKgJxRo7,59139-000,Avenida dos Caboclinhos,793,Lagoa Azul,Natal,RN,(84) 2803-5091,(84) 99518-7901,1.68,80.0,AB-,laranja
61,Raimundo Leandro Breno Melo,29,758.655.137-53,30.450.957-7,1994-03-02 00:00:00.0,Masculino,Peixes,Luna Aline Stella,Erick Caio Melo,raimundoleandromelo@resource.com.br,mFHCDM5wpB,59612-420,Rua Coronel Milton Freire,595,Abolição,Mossoró,RN,(84) 3626-9977,(84) 98796-4231,1.7,83.0,B-,amarelo
62,Benedita Marina Elisa Costa,71,140.473.906-82,39.322.008-4,1952-04-04 00:00:00.0,Feminino,Áries,Raquel Aurora Lívia,Hugo Lucas Luís Costa,benedita.marina.costa@megasurgical.com.br,4XTQetIbPj,69912-062,Rua Tabosa,710,João Paulo,Rio Branco,AC,(68) 2613-4030,(68) 99847-3839,1.78,48.0,B-,preto
63,Marcos Vinicius Roberto Breno da Cunha,54,712.344.130-35,33.648.999-7,1969-02-25 00:00:00.0,Masculino,Peixes,Emilly Sophia Marina,Kaique Roberto da Cunha,marcos.vinicius.dacunha@gilconsultoria.com.br,RNcDNoWbww,29301-510,Rua Jacob Miranda,362,Maria Ortiz,Cachoeiro de Itapemirim,ES,(28) 2673-2723,(28) 98360-2717,1.85,65.0,AB-,roxo
64,Theo Igor Freitas,35,381.358.959-50,40.989.912-4,1988-03-12 00:00:00.0,Masculino,Peixes,Letícia Luciana Ester,Sebastião Marcelo Pietro Freitas,theoigorfreitas@girocenter.com.br,kzhlZNmy7T,29709-172,Rua João Giuberti,725,Santa Mônica,Colatina,ES,(27) 3836-9647,(27) 98466-2411,1.67,61.0,B+,roxo
65,Teresinha Manuela Louise Teixeira,54,061.137.588-50,32.008.593-4,1969-03-06 00:00:00.0,Feminino,Peixes,Francisca Caroline Regina,Davi Julio Marcos Teixeira,teresinhamanuelateixeira@limao.com.br,eX5k1dEy8x,57043-070,Rua Empresário Antônio Lima Morais,806,Feitosa,Maceió,AL,(82) 3761-1392,(82) 98727-5408,1.62,63.0,B-,vermelho
66,Alexandre Mário Felipe Aparício,23,190.052.002-86,47.826.104-4,2000-04-07 00:00:00.0,Masculino,Áries,Isabel Yasmin Jennifer,Ian Enrico Guilherme Aparício,alexandre.mario.aparicio@rj.net,57gN3lfuZ9,69099-537,Travessa Iriri,890,Cidade de Deus,Manaus,AM,(92) 2855-8021,(92) 99145-6796,1.92,106.0,AB+,laranja
67,Augusto Matheus Julio Pereira,61,513.499.943-08,36.372.296-8,1962-02-20 00:00:00.0,Masculino,Peixes,Alessandra Débora,Roberto Danilo Pereira,augusto-pereira78@prifree.fr,XWmLI50uwo,78130-520,Rua Equador,743,Ikaray,Várzea Grande,MT,(65) 3606-7140,(65) 98993-8295,1.68,62.0,AB-,roxo
68,Severino Vicente Rezende,45,757.242.905-02,20.468.857-7,1978-04-01 00:00:00.0,Masculino,Áries,Antônia Sophia Cláudia,Thiago Bernardo Rezende,severino-rezende98@ativacofres.com.br,DbCfyKwjN3,89010-660,Rua Osvaldo Berndt,129,Bom Retiro,Blumenau,SC,(47) 2802-2855,(47) 99451-7646,1.85,79.0,A+,azul
69,Emanuelly Eloá Almeida,20,977.686.217-94,43.642.750-3,2003-02-08 00:00:00.0,Feminino,Aquário,Daniela Andreia Priscila,Marcos Vinicius Sérgio Vitor Almeida,emanuelly-almeida97@cavalinho.srv.br,NdZ5QQCZkI,13054-663,Rua Isabel Vilha,653,Dic VI (Conjunto Habitacional Santo Dias Silva),Campinas,SP,(19) 3973-9198,(19) 99730-6350,1.6,83.0,AB-,roxo
70,Kevin Paulo Matheus Barbosa,38,986.453.502-11,45.589.830-3,1985-04-20 00:00:00.0,Masculino,Áries,Betina Andrea,Carlos Eduardo Juan Barbosa,kevin_paulo_barbosa@demasi.com.br,ynLX08hbAu,69029-060,Rua Lauro Bittencourt,871,Santo Antônio,Manaus,AM,(92) 3571-7391,(92) 99680-3455,1.73,97.0,A+,roxo
71,Allana Eliane Carolina da Silva,77,548.775.385-77,18.377.543-0,1946-01-02 00:00:00.0,Feminino,Capricórnio,Emily Tatiane,César Rodrigo Enzo da Silva,allana_eliane_dasilva@mavex.com.br,7utfJxUmG0,54315-124,Rua Mariana Pedula,852,Jardim Jordão,Jaboatão dos Guararapes,PE,(81) 3861-1093,(81) 98765-0975,1.71,72.0,B+,preto
72,Luís Roberto Aragão,66,287.326.713-50,25.015.594-1,1957-01-22 00:00:00.0,Masculino,Aquário,Ester Jéssica Cláudia,Bruno Marcos Martin Aragão,luis-aragao73@riscao.com.br,33jl8uFjJF,71725-107,Quadra QR 1 Conjunto G,503,Candangolândia,Brasília,DF,(61) 2831-7305,(61) 98612-5870,1.94,103.0,AB-,amarelo
73,Ricardo Heitor da Mata,44,062.441.780-84,36.039.942-3,1979-02-08 00:00:00.0,Masculino,Aquário,Giovanna Isadora,Lucca Thomas da Mata,ricardoheitordamata@uniara.com.br,QPfKDaRGNd,76813-492,Rua Reverência,772,Mariana,Porto Velho,RO,(69) 3968-4495,(69) 98584-0239,1.66,109.0,AB+,roxo
74,Rebeca Marli Yasmin Viana,52,479.905.560-73,13.686.100-3,1971-02-22 00:00:00.0,Feminino,Peixes,Aurora Eduarda,Kauê Edson Viana,rebeca-viana71@albap.com.br,uPrdUc0TTu,40296-640,Rua Santo Heládio,816,Candeal,Salvador,BA,(71) 2827-5018,(71) 99561-4574,1.56,48.0,O-,verde
